LM=47,
2202,1644
ID=Desmatoclaenus,
LM=47,
2393,1434
2268,1620
2231,1323
2092,1536
1919,1640
1780,1379
1837,1242
2153,1127
2099,1131
2020,1114
1951,1106
1876,1104
1799,1115
1744,1158
1720,1219
1717,1304
1715,1379
1700,1452
1716,1531
1743,1611
1773,1691
1813,1736
1881,1771
1941,1772
2001,1755
2076,1726
2143,1739
2219,1751
2288,1748
2339,1727
2373,1702
2409,1666
2424,1630
2436,1592
2445,1539
2451,1495
2457,1435
2455,1378
2449,1331
2449,1286
2444,1234
2420,1188
2388,1159
2345,1139
2315,1130
2268,1120
2220,1119
ID=Loxolophus,
LM=47,
7933,5408
9158,7275
9600,5142
10308,6358
11800,7525
12633,6158
12233,5192
10075,4575
10542,4692
11042,4708
11642,4708
12142,4767
12592,4842
12875,5167
12975,5625
13008,6158
12958,6667
12842,7158
12775,7442
12733,7867
12492,8192
12208,8367
11858,8408
11533,8392
11100,8358
10558,8258
10108,8333
9767,8333
9342,8408
8942,8408
8575,8333
8242,8067
8000,7667
7858,7292
7758,6733
7675,6092
7592,5567
7592,5175
7758,4825
8033,4625
8333,4508
8642,4442
8975,4433
9292,4433
9533,4475
9725,4508
9900,4533
ID=Oxyprimus,
LM=47,
1660,808
1822,997
1844,762
1949,894
2125,996
2261,814
2190,701
1893,635
1943,644
1987,648
2038,632
2089,628
2155,626
2218,622
2275,638
2307,691
2309,752
2319,806
2322,872
2302,934
2291,991
2283,1052
2253,1112
2197,1147
2125,1152
2050,1142
1985,1136
1925,1147
1861,1155
1789,1142
1742,1119
1699,1086
1671,1042
1647,999
1633,958
1625,902
1617,851
1602,803
1599,755
1621,718
1659,684
1710,658
1735,644
1763,636
1786,631
1807,628
1830,626
ID=Oxyclaenus,
LM=47,
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
ID=Procerberus,
LM=47,
255,67
286,120
290,52
333,114
376,137
413,81
388,51
329,38
342,39
351,39
363,39
374,35
384,34
396,34
407,40
415,46
422,53
428,63
429,79
427,107
425,136
421,155
411,167
399,171
377,171
350,166
333,165
317,165
299,166
285,159
273,148
267,135
261,121
257,108
254,93
253,81
251,71
250,63
254,59
263,57
270,50
276,43
282,40
288,39
297,39
303,38
314,38
ID=Prothryptacodon,
LM=47,
255,53
239,88
223,44
210,70
190,97
172,74
179,43
203,31
196,33
187,34
179,34
171,34
166,38
162,44
161,54
163,61
165,69
166,77
168,84
169,93
171,100
175,106
182,109
189,108
194,106
200,102
207,104
216,108
225,108
233,107
240,104
245,100
250,96
254,91
258,86
260,78
261,71
262,62
262,54
259,48
254,45
249,42
245,37
238,34
232,31
225,29
213,29
ID=Aphronorus,
LM=47,
263,351
129,402
292,435
164,488
91,565
186,637
289,593
320,475
314,497
311,516
327,547
335,583
330,616
316,647
288,668
251,675
205,674
165,669
121,665
81,644
60,616
45,582
44,549
55,525
60,511
67,491
67,471
61,445
58,413
65,390
77,367
93,354
114,337
139,329
164,323
191,318
224,316
246,316
270,321
284,330
298,342
310,358
318,378
321,395
323,416
324,433
324,450
ID=Chriacus,
LM=47,
2215,1408
2142,1339
2168,1463
2120,1401
2048,1380
2031,1447
2062,1479
2132,1475
2116,1476
2096,1481
2079,1489
2070,1496
2055,1496
2044,1487
2026,1471
2016,1453
2014,1436
2014,1414
2015,1390
2017,1369
2028,1357
2044,1349
2056,1350
2070,1350
2084,1350
2093,1344
2098,1338
2105,1331
2117,1317
2132,1311
2148,1309
2164,1314
2175,1323
2187,1337
2202,1357
2213,1378
2224,1391
2232,1400
2232,1411
2230,1422
2220,1433
2217,1453
2208,1469
2192,1485
2173,1494
2156,1495
2144,1487
ID=Prodiacodon,
LM=47,
339,139
319,87
290,157
286,109
265,88
232,105
223,140
269,174
259,169
249,167
237,165
226,161
217,155
212,147
211,137
215,129
218,120
220,109
224,100
231,96
237,96
245,87
255,80
265,78
274,83
282,86
293,83
303,76
312,69
322,67
331,71
339,78
345,87
347,98
346,107
346,117
346,127
346,137
343,145
337,150
331,154
324,159
316,165
309,169
300,172
293,176
281,176
ID=Pararyctes,
LM=47,
2358,1345
2245,1520
2233,1250
2137,1458
1944,1530
1882,1372
1944,1229
2178,1214
2144,1218
2093,1205
2052,1213
2010,1212
1972,1194
1932,1194
1900,1218
1882,1270
1874,1314
1845,1346
1838,1390
1860,1438
1889,1472
1897,1524
1916,1566
1966,1586
2026,1582
2078,1565
2137,1572
2192,1589
2232,1614
2270,1601
2305,1581
2342,1545
2358,1524
2372,1512
2384,1481
2394,1452
2404,1428
2412,1385
2409,1346
2404,1322
2374,1302
2356,1276
2332,1246
2301,1225
2276,1213
2253,1208
2221,1205
ID=Palaeictops,
LM=47,
1280,337
1198,482
1157,309
1071,415
962,523
882,413
911,302
1056,225
1029,234
1000,239
966,239
933,247
904,255
878,271
859,297
851,329
850,377
852,429
858,469
870,507
898,536
926,555
962,559
986,549
1006,539
1045,531
1090,541
1132,553
1176,553
1211,544
1231,527
1249,503
1262,476
1275,451
1279,427
1282,400
1290,377
1297,351
1302,334
1294,318
1276,298
1254,279
1231,263
1198,245
1168,233
1137,225
1098,220
ID=Purgatorius,
LM=47,
1360,1343
1505,1118
1598,1465
1705,1315
1995,1077
2182,1408
2040,1550
1773,1648
1842,1657
1915,1685
2007,1702
2092,1678
2158,1637
2232,1578
2245,1505
2240,1415
2238,1330
2218,1262
2240,1190
2233,1117
2207,1037
2167,968
2128,942
2055,918
1993,935
1935,955
1807,950
1715,943
1647,922
1560,923
1487,952
1433,998
1388,1057
1345,1132
1320,1210
1295,1278
1275,1315
1282,1362
1312,1417
1342,1503
1388,1570
1455,1628
1520,1668
1582,1683
1638,1682
1685,1675
1728,1665
ID=Litaletes,
LM=47,
1928,1404
2019,1488
2051,1346
2123,1426
2230,1516
2272,1376
2218,1292
2083,1268
2104,1272
2140,1269
2180,1257
2216,1253
2251,1262
2274,1288
2294,1329
2312,1374
2323,1410
2323,1448
2327,1481
2338,1521
2320,1560
2292,1585
2256,1597
2232,1596
2207,1590
2182,1588
2158,1594
2140,1600
2111,1618
2070,1628
2035,1621
2002,1609
1976,1585
1956,1550
1938,1508
1926,1468
1912,1440
1900,1414
1900,1389
1908,1356
1922,1326
1943,1301
1968,1280
1987,1272
2010,1264
2034,1262
2050,1265
ID=Auraria,
LM=47,
2452,1540
2296,1740
2270,1442
2124,1618
1916,1754
1776,1488
1898,1380
2180,1314
2120,1328
2070,1332
2006,1318
1942,1308
1890,1302
1820,1328
1776,1354
1744,1400
1724,1458
1730,1514
1742,1572
1742,1636
1740,1700
1738,1754
1744,1806
1786,1852
1846,1872
1928,1874
2006,1868
2088,1876
2150,1900
2226,1900
2278,1890
2322,1860
2362,1822
2404,1788
2428,1728
2446,1676
2478,1608
2496,1546
2482,1494
2458,1460
2426,1418
2402,1380
2372,1350
2338,1326
2300,1314
2266,1314
2236,1310
ID=Litomylus,
LM=47,
2388,1556
2230,1360
2166,1584
2143,1436
1984,1376
1916,1447
1943,1536
2116,1600
2080,1592
2047,1582
2006,1586
1963,1588
1922,1572
1903,1544
1896,1510
1895,1443
1898,1419
1908,1384
1920,1354
1942,1322
1966,1311
1991,1307
2016,1314
2058,1332
2098,1343
2131,1338
2155,1330
2180,1312
2210,1288
2248,1272
2286,1282
2315,1300
2340,1318
2360,1352
2378,1383
2399,1424
2415,1467
2427,1506
2432,1546
2432,1580
2412,1598
2376,1606
2342,1602
2306,1596
2262,1612
2211,1628
2167,1626
ID=Protictis,
LM=47,
214,692
124,628
276,618
164,552
109,458
210,388
299,433
350,566
340,542
342,515
349,488
351,459
348,424
334,398
309,379
276,375
243,371
212,368
184,364
151,358
121,358
90,360
69,372
47,398
36,435
36,478
43,523
38,554
34,590
37,624
48,654
62,669
80,685
104,699
126,710
151,718
179,724
202,723
228,722
258,719
284,711
304,699
323,682
340,664
354,643
358,621
358,601
ID=Haplaletes,
LM=47,
1423,1487
1600,1380
1645,1600
1758,1418
1987,1352
2098,1565
1967,1688
1742,1788
1810,1788
1867,1798
1957,1803
2023,1793
2095,1753
2138,1710
2172,1668
2198,1612
2202,1582
2188,1515
2187,1468
2187,1398
2177,1342
2158,1290
2125,1257
2085,1232
2030,1215
1955,1210
1858,1202
1742,1183
1688,1157
1618,1152
1560,1160
1495,1178
1438,1212
1403,1260
1375,1335
1358,1438
1363,1510
1385,1577
1410,1647
1437,1705
1463,1737
1502,1763
1543,1785
1582,1790
1625,1798
1665,1800
1702,1793
ID=Anisonchus,
LM=47,
2115,1348
2013,1132
1995,1405
1897,1247
1723,1193
1618,1348
1710,1483
1900,1543
1877,1545
1835,1557
1798,1567
1737,1567
1675,1560
1643,1527
1610,1493
1593,1455
1578,1405
1578,1360
1583,1323
1600,1288
1600,1242
1597,1195
1598,1143
1618,1107
1650,1068
1687,1048
1783,1027
1913,1005
1970,1000
2023,1007
2067,1023
2102,1048
2128,1093
2148,1142
2160,1198
2167,1247
2180,1317
2188,1380
2188,1428
2182,1467
2163,1507
2130,1537
2087,1555
2043,1563
2008,1565
1972,1565
1937,1557
ID=Promioclaenus,
LM=47,
2011,1469
2081,1503
2078,1411
2146,1476
2217,1490
2248,1436
2193,1372
2108,1341
2135,1340
2162,1337
2195,1331
2226,1333
2243,1338
2255,1355
2258,1373
2282,1395
2287,1420
2280,1439
2280,1457
2288,1488
2280,1511
2265,1535
2246,1548
2220,1553
2198,1550
2180,1552
2164,1558
2144,1564
2121,1572
2097,1577
2071,1579
2042,1573
2017,1554
1998,1543
1989,1520
1983,1489
1979,1462
1979,1430
1981,1406
1989,1383
2003,1361
2026,1345
2047,1340
2064,1339
2075,1339
2083,1339
2090,1339
ID=Haploconus,
LM=47,
1926,1550
2018,1364
2074,1590
2122,1392
2284,1274
2388,1448
2316,1602
2158,1626
2194,1622
2236,1626
2272,1640
2310,1648
2352,1636
2386,1608
2408,1564
2418,1514
2422,1470
2422,1428
2422,1382
2414,1328
2400,1270
2380,1230
2336,1198
2296,1188
2248,1194
2212,1216
2164,1236
2112,1258
2068,1254
2030,1254
1990,1264
1954,1300
1922,1344
1906,1394
1894,1442
1888,1492
1878,1528
1874,1570
1884,1592
1918,1606
1958,1610
1994,1630
2026,1648
2060,1660
2100,1658
2126,1650
2140,1638
ID=Mixodectes,
LM=47,
1850,1678
1930,1494
1988,1692
2090,1590
2178,1502
2302,1630
2210,1730
2090,1892
2140,1898
2198,1906
2246,1906
2284,1882
2310,1820
2332,1748
2346,1688
2362,1634
2348,1588
2324,1552
2296,1512
2286,1458
2248,1426
2214,1408
2172,1402
2134,1408
2098,1414
2066,1418
2042,1416
2000,1406
1964,1396
1926,1396
1892,1398
1858,1410
1806,1430
1770,1470
1754,1518
1754,1564
1746,1618
1744,1668
1744,1720
1752,1768
1786,1828
1820,1858
1868,1880
1908,1902
1950,1910
1998,1908
2046,1902
ID=Periptychus,
LM=47,
2290,1370
2229,1505
2208,1352
2160,1480
2057,1537
1969,1454
2009,1360
2128,1329
2102,1334
2065,1330
2036,1325
2006,1326
1980,1338
1962,1368
1953,1404
1953,1434
1950,1465
1962,1492
1978,1517
1989,1538
2010,1572
2030,1589
2056,1597
2080,1597
2106,1588
2137,1581
2165,1574
2189,1572
2213,1574
2236,1572
2260,1557
2281,1533
2298,1505
2309,1465
2312,1432
2314,1396
2313,1366
2302,1349
2286,1338
2261,1332
2241,1320
2218,1313
2194,1312
2176,1314
2161,1316
2149,1318
2138,1322
ID=Plesiolestes,
LM=47,
22,81
41,117
54,59
63,89
95,125
115,92
104,52
69,37
80,38
92,36
102,35
114,37
123,41
131,47
133,58
132,68
133,80
134,97
133,111
131,120
125,130
117,136
105,141
93,140
83,138
74,135
66,132
59,131
50,132
38,133
29,130
22,126
18,117
15,104
13,91
13,81
14,72
14,64
14,55
17,46
24,39
30,36
38,35
46,34
53,35
58,36
63,37
ID=Protoselene,
LM=47,
97,37
40,85
104,93
51,132
30,169
83,194
108,164
119,117
118,129
117,142
117,154
117,169
114,181
110,191
103,199
93,204
84,206
75,203
67,202
50,204
35,204
27,198
20,187
16,172
21,159
26,146
27,133
22,118
18,104
19,92
24,81
32,75
40,70
49,61
59,53
70,44
80,38
91,31
98,27
104,29
108,36
110,45
112,56
113,65
112,75
115,85
118,100
ID=Swaindelphys,
LM=47,
2341,1363
2209,1158
2152,1376
2090,1274
1956,1200
1908,1278
1938,1391
2106,1438
2069,1435
2034,1444
1988,1438
1942,1435
1917,1419
1898,1387
1892,1350
1880,1311
1882,1270
1894,1246
1908,1223
1922,1190
1950,1174
1977,1170
2000,1176
2021,1182
2042,1192
2060,1196
2076,1195
2096,1184
2113,1163
2136,1139
2158,1123
2184,1112
2205,1106
2236,1108
2257,1123
2288,1160
2313,1198
2328,1227
2350,1254
2362,1295
2378,1350
2374,1384
2358,1402
2306,1415
2258,1430
2198,1442
2149,1440
ID=Acmeodon,
LM=47,
2212,1156
2176,1402
2032,1346
2154,1552
2138,1660
2054,1732
1998,1666
1984,1420
1978,1458
1960,1514
1946,1586
1954,1638
1970,1684
1978,1744
2018,1782
2058,1798
2100,1796
2146,1804
2196,1804
2236,1780
2266,1744
2282,1700
2284,1654
2286,1608
2298,1568
2310,1530
2320,1492
2338,1438
2354,1392
2354,1348
2342,1294
2338,1254
2320,1202
2288,1164
2268,1134
2240,1122
2204,1112
2158,1120
2120,1142
2088,1168
2052,1188
2020,1210
1998,1242
1990,1296
1986,1334
1986,1352
1986,1366
ID=Ankalagon,
LM=47,
89,266
280,450
272,162
409,393
549,452
642,302
558,161
372,125
412,138
457,137
504,125
544,117
585,121
620,134
649,165
664,206
670,249
672,294
672,332
660,380
641,445
614,505
588,537
545,549
498,548
450,522
414,510
372,529
332,564
290,584
245,578
213,557
189,518
165,485
142,449
120,404
93,353
77,312
69,261
78,236
109,216
150,178
189,144
225,125
260,110
290,106
325,112
ID=Bessoecetor,
LM=47,
145,73
85,96
145,117
138,138
85,174
126,198
150,185
161,135
162,156
162,174
162,184
162,193
157,201
151,209
145,216
129,215
111,215
95,211
82,206
66,196
59,189
56,182
56,174
59,163
62,156
64,146
64,136
60,127
55,118
50,108
50,99
55,91
63,82
71,76
83,68
92,65
104,63
115,63
128,63
138,63
150,63
157,68
165,76
168,84
168,95
167,109
163,123
ID=Caenolambda,
LM=47,
2300,1596
2124,1970
2146,1554
1902,1856
1678,1986
1490,1634
1610,1496
2006,1448
1936,1462
1856,1456
1790,1428
1720,1402
1652,1400
1592,1418
1544,1456
1504,1502
1476,1558
1456,1616
1444,1684
1432,1760
1430,1838
1434,1924
1466,2000
1524,2050
1606,2074
1708,2080
1898,2066
2000,2086
2078,2114
2154,2124
2218,2112
2276,2082
2310,2050
2352,1998
2382,1938
2390,1870
2388,1802
2390,1744
2396,1690
2402,1636
2402,1576
2372,1508
2326,1464
2270,1438
2208,1426
2146,1424
2076,1430
ID=Colpoclaenus,
LM=47,
1770,1570
1948,1230
1968,1682
2108,1408
2378,1270
2542,1538
2406,1758
2098,1842
2150,1840
2218,1856
2296,1862
2368,1856
2442,1838
2500,1788
2544,1728
2574,1668
2592,1598
2604,1474
2600,1360
2578,1292
2538,1232
2486,1198
2426,1176
2372,1162
2320,1154
2260,1140
2220,1136
2184,1128
2134,1112
2080,1092
2026,1080
1954,1072
1884,1088
1822,1120
1780,1150
1738,1194
1718,1260
1706,1362
1682,1472
1670,1560
1680,1620
1718,1702
1768,1764
1842,1804
1922,1832
2000,1846
2050,1842
ID=Conoryctella,
LM=47,
2516,1636
2394,1494
2352,1754
2226,1642
1984,1458
1830,1616
1998,1834
2236,1934
2200,1934
2110,1968
2040,1980
1948,1952
1888,1920
1834,1882
1794,1838
1758,1774
1754,1686
1760,1606
1786,1532
1806,1448
1816,1380
1858,1332
1920,1290
1994,1284
2086,1286
2154,1300
2198,1330
2222,1338
2290,1324
2382,1330
2454,1362
2506,1408
2556,1474
2582,1574
2586,1672
2562,1768
2526,1842
2490,1886
2450,1920
2416,1942
2378,1956
2352,1960
2322,1960
2300,1954
2286,1950
2264,1942
2251,1937
ID=Conoryctes,
LM=47,
2315,1374
2206,1469
2187,1309
2130,1428
2032,1480
1984,1381
2026,1330
2137,1291
2109,1295
2077,1295
2042,1294
2006,1299
1983,1321
1963,1357
1952,1381
1952,1412
1968,1442
1992,1465
2000,1489
2010,1510
2031,1519
2058,1518
2087,1518
2101,1515
2119,1515
2135,1518
2145,1520
2160,1529
2177,1548
2207,1549
2233,1544
2262,1531
2287,1517
2308,1493
2326,1462
2352,1425
2363,1394
2358,1371
2344,1352
2319,1337
2290,1324
2243,1295
2206,1278
2185,1272
2165,1272
2154,1277
2145,1282
ID=Coriphagus,
LM=47,
2412,1474
2254,1280
2246,1554
2146,1434
1978,1336
1878,1476
1968,1610
2202,1606
2158,1612
2082,1630
2022,1636
1984,1650
1944,1650
1908,1624
1874,1578
1848,1532
1834,1490
1834,1444
1856,1394
1876,1350
1904,1306
1942,1276
1988,1260
2036,1254
2074,1250
2106,1248
2138,1244
2170,1240
2204,1232
2246,1224
2278,1224
2310,1234
2336,1256
2364,1288
2400,1340
2428,1378
2442,1418
2456,1452
2466,1494
2466,1524
2446,1542
2412,1556
2366,1574
2336,1586
2308,1598
2282,1606
2248,1612
ID=Deltatherium,
LM=47,
2394,1628
2309,1246
2191,1600
2114,1451
1894,1263
1754,1468
1819,1650
2107,1752
2055,1752
1991,1748
1918,1762
1842,1746
1779,1728
1715,1668
1699,1603
1686,1528
1686,1463
1705,1398
1733,1326
1765,1263
1802,1207
1827,1163
1877,1134
1939,1124
2010,1124
2078,1131
2146,1138
2203,1140
2266,1126
2330,1123
2387,1143
2435,1186
2482,1246
2502,1331
2514,1431
2514,1510
2511,1566
2506,1627
2494,1688
2478,1738
2419,1763
2354,1774
2299,1788
2243,1788
2190,1779
2163,1770
2139,1763
ID=Deuterogonodon,
LM=47,
61,38
113,88
50,93
94,116
106,138
77,162
56,145
47,109
46,121
46,131
46,142
50,152
55,158
63,161
68,168
74,173
82,173
89,169
95,164
100,160
106,160
112,157
116,152
119,147
121,138
121,132
121,126
121,117
127,109
135,105
139,97
139,87
135,79
129,70
119,62
108,54
98,48
89,41
81,34
72,29
63,29
53,30
48,43
49,59
43,72
40,86
41,100
ID=Gelastops,
LM=47,
2430,1290
2238,1453
2280,1232
2158,1376
2007,1398
1927,1274
1990,1160
2219,1126
2180,1122
2131,1106
2075,1089
2022,1082
1978,1101
1939,1130
1911,1186
1890,1238
1888,1300
1895,1364
1927,1405
1951,1430
1980,1452
2006,1470
2036,1484
2072,1494
2102,1501
2128,1513
2148,1524
2166,1532
2202,1557
2235,1577
2272,1593
2323,1604
2376,1602
2427,1582
2460,1560
2491,1524
2506,1474
2516,1405
2519,1350
2524,1306
2514,1257
2486,1212
2435,1169
2395,1145
2352,1134
2311,1128
2270,1129
ID=Goniacodon,
LM=47,
393,241
468,123
491,269
536,193
598,143
682,189
648,258
536,317
560,306
577,304
594,310
615,310
645,303
658,303
684,285
705,261
717,231
717,195
704,159
678,131
649,108
621,93
591,91
579,93
568,97
560,103
549,109
526,97
494,85
462,84
436,94
421,108
407,126
396,151
386,169
376,195
369,221
369,242
376,262
388,278
402,292
411,294
425,299
442,307
454,314
469,320
504,324
ID=Huerfanodon,
LM=47,
125,131
78,180
147,180
96,201
88,228
112,251
134,235
143,189
142,202
141,214
141,225
141,233
141,239
137,244
130,245
124,250
119,255
111,256
105,253
99,247
91,241
83,237
76,228
74,221
75,214
76,209
75,199
69,190
63,180
59,174
55,164
55,157
58,149
62,144
67,139
76,135
86,131
99,127
112,125
125,124
132,127
136,134
137,144
145,154
154,165
156,175
152,184
ID=Leptonysson,
LM=47,
2235,1607
2123,1471
2114,1657
2031,1511
1882,1453
1805,1590
1862,1693
2049,1762
1991,1761
1923,1754
1870,1745
1821,1727
1789,1694
1767,1650
1751,1609
1749,1557
1749,1515
1763,1461
1781,1419
1807,1374
1845,1355
1902,1346
1946,1339
1990,1331
2009,1330
2023,1331
2034,1331
2049,1331
2083,1331
2113,1339
2154,1342
2201,1353
2241,1370
2273,1410
2294,1461
2301,1526
2301,1567
2302,1609
2295,1661
2278,1695
2247,1730
2222,1747
2195,1759
2157,1763
2131,1767
2110,1767
2081,1765
ID=Mimotricentes,
LM=47,
122,43
67,70
133,71
91,115
67,157
101,179
139,167
135,109
132,120
136,134
137,146
144,156
146,168
143,176
133,182
120,185
106,185
93,183
78,182
65,179
58,173
54,166
53,159
53,149
54,143
56,136
56,127
52,117
45,108
42,95
44,80
47,67
54,58
63,51
70,46
80,40
88,37
97,36
105,36
113,35
121,34
128,37
133,47
134,57
145,69
143,82
139,97
ID=Myrmecoboides,
LM=47,
2367,1498
2236,1283
2208,1527
2084,1422
1944,1312
1855,1415
1899,1560
2102,1638
2066,1638
2022,1634
1978,1619
1920,1611
1886,1603
1859,1586
1847,1562
1831,1506
1818,1455
1814,1418
1830,1384
1852,1362
1882,1318
1911,1288
1936,1280
1964,1282
2011,1308
2042,1327
2087,1322
2118,1286
2156,1256
2192,1235
2223,1220
2258,1231
2290,1256
2319,1295
2344,1336
2367,1379
2390,1431
2402,1479
2407,1518
2394,1547
2367,1578
2326,1606
2288,1619
2251,1622
2215,1630
2186,1635
2144,1635
ID=Paleotomus,
LM=47,
565,310
406,415
603,441
539,500
464,581
576,639
629,595
643,432
643,461
642,491
654,518
660,553
660,594
650,622
633,648
602,666
559,675
522,676
472,676
431,669
390,657
367,637
358,616
353,591
360,563
375,537
379,526
376,503
354,483
338,453
336,423
336,391
354,369
380,351
413,333
440,320
471,307
503,295
532,290
553,283
580,280
599,288
605,304
620,319
633,346
638,365
643,399
ID=Pantolambda,
LM=47,
2530,1486
2352,1254
2282,1514
2196,1386
2040,1292
1974,1370
2044,1528
2242,1608
2194,1602
2138,1608
2084,1608
2030,1590
1992,1568
1970,1512
1952,1460
1936,1410
1940,1362
1958,1340
1978,1304
2008,1266
2034,1240
2072,1210
2112,1208
2148,1214
2184,1214
2210,1214
2236,1210
2264,1198
2298,1176
2340,1162
2390,1160
2434,1168
2470,1186
2504,1220
2522,1258
2536,1310
2552,1368
2562,1418
2568,1466
2568,1504
2548,1536
2512,1556
2466,1574
2420,1598
2374,1610
2340,1614
2296,1614
ID=Pentacodon,
LM=47,
151,94
119,39
105,102
88,72
48,38
24,83
48,106
101,117
93,113
82,118
71,122
58,122
47,120
36,115
24,111
19,100
15,89
12,78
15,67
20,59
22,47
28,37
37,26
48,20
61,23
71,34
78,38
91,32
103,22
117,16
128,17
139,24
146,31
153,42
158,54
160,64
160,75
160,86
160,98
160,107
156,114
151,121
144,128
138,130
132,128
124,125
113,122
ID=Presbytherium,
LM=47,
2436,1488
2282,1712
2348,1362
2172,1480
1996,1542
1928,1352
2030,1226
2242,1126
2164,1134
2088,1136
2022,1146
1934,1188
1870,1248
1828,1326
1810,1404
1814,1472
1820,1522
1826,1566
1844,1602
1870,1636
1902,1664
1938,1690
1976,1706
2018,1718
2056,1734
2080,1738
2096,1750
2120,1766
2144,1804
2194,1840
2244,1862
2306,1868
2362,1854
2410,1824
2444,1784
2468,1728
2478,1660
2490,1584
2490,1508
2490,1444
2490,1394
2488,1330
2462,1266
2428,1216
2396,1192
2362,1166
2306,1136
ID=Psittacotherium,
LM=47,
3072,1890
2721,1278
2487,1770
2199,1464
1932,1215
1656,1467
1686,1728
2202,1935
2091,1908
1977,1884
1890,1887
1803,1884
1689,1872
1614,1845
1563,1806
1512,1734
1485,1650
1485,1548
1509,1443
1578,1356
1635,1287
1731,1140
1827,1050
1950,1017
2049,1047
2154,1107
2328,1134
2433,1131
2556,1092
2664,1077
2763,1077
2862,1101
2949,1158
3048,1230
3126,1317
3177,1416
3192,1503
3189,1590
3177,1713
3198,1821
3174,1938
3114,2004
2979,2049
2832,2079
2649,2073
2496,2037
2358,1995
ID=Triisodon,
LM=47,
1720,1110
1896,1596
1928,1030
2238,1420
2472,1718
2738,1202
2588,978
2218,874
2298,900
2386,892
2446,868
2536,862
2624,884
2694,932
2752,1002
2798,1062
2834,1146
2852,1232
2868,1336
2870,1416
2852,1534
2820,1628
2770,1706
2674,1790
2542,1820
2326,1808
2194,1764
2088,1782
1974,1784
1870,1746
1784,1692
1716,1628
1676,1546
1628,1458
1592,1376
1588,1270
1598,1172
1616,1088
1666,1008
1720,956
1794,898
1844,866
1900,850
1952,836
1996,832
2048,832
2132,840
ID=Arctocyon,
LM=47,
2888,1238
2678,1430
2646,1088
2532,1382
2240,1444
2122,1192
2190,1066
2592,902
2534,896
2456,912
2370,924
2290,934
2212,936
2158,958
2100,1014
2066,1080
2056,1154
2052,1226
2052,1300
2060,1376
2090,1440
2144,1482
2202,1516
2264,1530
2328,1534
2398,1538
2490,1524
2568,1538
2636,1552
2700,1554
2768,1556
2830,1548
2872,1518
2914,1462
2942,1406
2966,1338
2970,1278
2974,1204
2966,1126
2946,1074
2924,1012
2872,952
2816,932
2766,914
2724,910
2696,908
2664,904
ID=Thryptacodon,
LM=47,
71,263
275,449
342,187
456,347
643,387
680,264
610,170
406,111
457,106
483,107
517,109
573,113
615,129
656,161
691,205
711,244
715,283
712,327
699,383
669,417
618,433
577,431
561,430
547,426
530,426
512,425
480,427
444,438
436,468
412,494
385,512
354,530
311,534
268,519
232,494
195,465
158,428
122,389
78,336
45,286
46,250
66,219
91,187
139,164
218,139
278,128
345,115
ID=Simpsonictis,
LM=47,
2754,1568
2676,1399
2638,1602
2612,1419
2500,1351
2407,1458
2447,1568
2583,1592
2563,1587
2532,1592
2495,1603
2459,1603
2424,1596
2403,1582
2398,1552
2397,1526
2383,1491
2375,1455
2389,1422
2416,1379
2423,1348
2431,1308
2447,1278
2480,1260
2522,1268
2558,1288
2595,1302
2636,1306
2674,1298
2720,1307
2748,1335
2767,1368
2778,1415
2782,1468
2782,1503
2784,1535
2790,1572
2780,1592
2759,1598
2732,1607
2691,1616
2666,1627
2638,1628
2611,1620
2603,1610
2595,1602
2589,1597
ID=Elpidophorus,
LM=47,
231,111
274,175
299,88
330,154
382,180
434,122
420,74
350,43
364,51
377,42
394,36
415,35
437,40
455,50
465,68
472,84
470,105
466,127
463,146
461,164
454,179
442,198
425,211
408,219
385,223
360,217
336,207
317,212
291,215
265,210
245,201
232,188
221,171
216,151
215,129
216,111
217,95
223,79
231,64
239,53
251,45
263,39
276,33
290,30
305,30
323,32
334,35
ID=Phenacodus,
LM=47,
341,318
203,413
369,412
240,482
192,573
315,629
401,581
411,453
405,476
402,499
409,528
420,555
425,585
419,616
400,634
377,647
352,650
320,654
278,654
246,651
219,644
192,641
158,632
138,612
135,580
138,554
141,511
138,477
127,444
130,410
144,376
162,352
185,329
211,318
240,313
277,310
306,306
330,302
347,302
359,309
371,321
383,339
400,363
407,387
408,403
410,415
410,424
ID=Anasazia,
LM=47,
732,418
632,461
769,507
681,575
641,629
713,689
790,665
840,585
843,604
850,623
853,647
853,676
843,699
827,721
807,733
781,741
744,740
713,733
683,727
646,717
621,703
602,687
586,665
581,643
581,620
587,599
602,569
601,540
589,505
585,473
587,451
595,421
612,402
632,391
656,385
680,383
701,383
724,387
747,390
771,397
790,401
811,415
834,436
849,457
865,488
864,521
853,553
ID=Ectocion,
LM=47,
365,391
193,390
362,480
232,512
143,618
290,698
380,668
394,549
392,576
400,610
398,649
395,683
384,708
347,713
310,715
275,715
231,707
200,699
170,692
138,689
109,672
88,643
85,606
82,573
82,540
82,504
87,472
94,444
108,419
120,399
136,380
151,366
172,357
